X Y
-1.742771752711628874e+00 -1.065753446188302922e+00
-4.257493320807708592e+00 8.355470305401208053e-01
-3.739988698880284623e+00 -4.301858956272244794e-01
-2.540284906562323641e+00 2.301136175325583455e+00
3.058756774606870454e+00 8.176993770230275294e-01
1.448660859419032443e+00 3.790979565137157614e+00
2.056419311379317438e+00 -4.906268395486767520e-01
8.645383383393576704e-01 3.996829914646552684e+00
1.442341567020690940e+00 -1.610175719229919755e+00
-2.355310092674178346e+00 9.161946848919523267e-01
3.401604159196158328e+00 5.789400104549978776e-01
-5.949073002144206895e-02 4.322919237963245287e+00
1.932309086345090243e+00 2.628086857751392280e+00
2.996452627177636607e+00 -2.533054088725744890e+00
-3.482420819420262159e+00 2.443710794526407160e+00
7.262884063306304094e-01 2.768698378073450872e+00
-2.772716908427795834e-01 2.516484941390424446e+00
3.109962075562259898e+00 -4.812229110034768054e-01
-2.884664223461823163e+00 4.009581538650955679e+00
-3.744476068648820988e+00 1.207553270143412183e+00
-4.373916325214768364e+00 -1.114814226943559694e+00
1.136224374692026196e+00 -4.481814425780952682e+00
8.940717598141999511e-01 4.787000958499560532e+00
-2.784572395933040845e+00 7.633584173208302071e-01
-4.087766260569256183e+00 2.260735825125020249e+00
2.282758979571760882e+00 1.775005589085757451e-01
1.300255024877845056e+00 -4.816357452650372295e+00
-1.817280850649266588e+00 -4.330124507669817824e+00
-5.990085701034181254e-01 -3.317635008559140619e+00
3.440134190554254623e+00 -2.168305032062176618e+00
1.406855709127444953e+00 4.014134390870939484e+00
4.263117735921603924e+00 -5.045273476253429035e-01
-1.200436194023469128e+00 -4.031306995626076528e+00
-1.277929372116947349e+00 -4.680343835624477755e+00
-4.339888188721129580e+00 -9.839310910618235262e-01
1.562439346153933650e+00 1.486018155431659604e+00
3.142649690954494091e+00 2.064375993867480386e+00
-1.497278911541001678e+00 1.954023267251344453e+00
-1.249727635393548475e+00 -2.394076761956126287e+00
1.798104439672095323e+00 4.435482359296885946e+00
4.028136506663490657e+00 -8.136656601777912945e-01
-2.190968667459970209e+00 -1.948359265328108547e+00
3.638340191113597077e-01 -3.960287201973749838e+00
1.725872099007856209e+00 2.616326871701887935e+00
1.664240223965570920e+00 -2.973941773153210288e+00
3.042290701914585060e+00 3.023937533163667535e+00
-1.299211665638357438e+00 -1.601150694208918424e+00
-1.782446774810123813e+00 -4.534020702843254647e+00
3.808707451254546572e-01 -4.020186203846884965e+00
-1.134001705890103739e+00 2.249646443233122017e+00
-4.204854604910824634e+00 -2.168523933124693936e+00
1.931809450870139777e+00 -7.689480914392544664e-01
-3.175448413915404444e+00 1.168933849342937314e+00
-1.028183691069165517e+00 4.564264761536669823e+00
-3.974960045736847025e+00 -1.637534312131943004e+00
-2.370956316973221067e+00 -3.318191257234958780e+00
2.204623818203951924e+00 -1.129024448361275690e+00
-2.680995983611524913e+00 -4.390990877275236653e-02
2.794739530396626925e+00 -2.072556113374667053e+00
4.039492258870331476e+00 -6.886783387184712835e-01
-4.410985030750194547e+00 -1.113565252004685480e+00
-2.089978502743456534e+00 -3.093651600473303898e+00
-2.786941227304952307e+00 2.355238176767979752e-01
3.521683878089272746e+00 -7.309373318414505993e-01
1.513561850553573729e+00 4.458770514706723809e+00
1.930235451934747104e+00 2.392878315449525672e+00
-1.105212744750686094e+00 3.717408346376079198e+00
1.945515441552663427e+00 3.162124598885816429e+00
-9.564299442423804809e-01 3.990370247232677858e+00
3.441430014202251808e+00 -9.241146564782435346e-01
4.667832679361238329e-02 -4.927299745546984688e+00
4.684878767875999550e-01 1.965333115080758475e+00
4.216442079564997059e+00 8.934374375144639169e-01
-2.688278188581069372e+00 -9.053485274347908979e-03
-1.913400730458433285e+00 1.885287897116483702e+00
-2.346286439040166649e-01 3.955746061654229706e+00
2.045557316125383718e-01 -4.896259421131372136e+00
-4.247853064451555305e+00 -2.161524623213840091e+00
-1.679769933721596775e+00 -2.833392892969794907e+00
-2.912756248716486862e+00 -2.625045488603479527e+00
3.501498933029605798e+00 -1.520283554560823536e+00
-9.192865937478525984e-01 -3.886312061089185921e+00
-3.318948522559154402e+00 3.610577435655923484e+00
-3.182834616109532888e+00 3.503346624791037645e+00
-2.952070836282537414e+00 8.606983027916231821e-01
1.150659240121613136e+00 3.833614719230885814e+00
-1.381949673523157784e+00 -2.628555469668630185e+00
6.307062651381549756e-01 2.738169602943374858e+00
-3.182231229936037575e+00 2.628200895810497872e+00
-1.872238946172619656e+00 2.522997628603485865e+00
3.285326330397032368e+00 2.426317472788984020e+00
1.446169634736113263e+00 3.745763354587810845e+00
-2.987825369568909428e-01 2.546755123235278528e+00
-2.628358303692733156e+00 1.687468952624545881e+00
-3.501853137756006706e+00 -3.228327089464866351e+00
-3.091858028997954477e+00 -2.071990343140380109e+00
2.260962644329864990e-01 -2.533429097100225569e+00
-2.091958152286510053e+00 3.336335698761815571e+00
2.385969277245532094e+00 -3.036705836429915539e+00
-2.507229783844378446e+00 -4.319482586537093383e+00
2.387357525722190732e-01 -3.042063327773710135e+00
-1.794025436302209675e+00 9.502208887915605251e-01
-9.323519280958010302e-01 -2.989874535507619058e+00
3.026568635559723219e+00 2.716193262291417110e+00
1.315491173527756130e+00 2.465321309825158735e+00
1.667959560547566333e+00 -1.534406659039054377e+00
-1.750739996610318761e+00 2.206222333750888165e+00
-4.470839519766470538e+00 -1.242667015736587999e+00
4.680093885381466645e-01 -4.714320829141014357e+00
-2.043392571032784044e+00 -3.583706010842682144e-01
-3.117504914712735165e+00 2.443374575929175840e-01
-3.039564957123535027e+00 -6.575233919066170163e-01
1.423565060254796677e+00 4.332468239450608216e+00
6.232850252849534423e-01 -4.032552835340339925e+00
3.667561800557556762e+00 -2.879069394216197675e-01
-1.178726201431938625e+00 2.004953477611937540e+00
-2.353211162323407546e+00 -2.195958729079162453e+00
-3.676283686767440884e+00 2.334645212837140438e+00
4.067409538493967247e+00 2.353421627294448371e+00
2.293338000487267436e+00 1.099759290815506496e+00
-3.204319794795332133e+00 3.010633759921958141e+00
-3.730605724990724514e+00 -1.223663704362087712e+00
3.043303309920228461e+00 -2.293644634334893517e+00
1.864431811369566372e+00 -3.447792021829276798e+00
-2.969422244592816007e+00 -2.317939367605653889e+00
1.257596845528946794e+00 -4.558428715135617537e+00
2.312116771887707145e+00 -2.631863840021647860e+00
8.963395023701888897e-01 2.713960225676133042e+00
2.570592549087497236e+00 4.275566887434223418e-02
-2.832921093984111405e+00 1.364794777992752506e+00
-2.585151351201802949e+00 -4.113159876446943031e+00
-1.333761025751852847e+00 -3.709025799926272349e+00
2.310836080041221763e+00 5.857706010759876625e-01
2.814899989286459903e+00 -3.358681650234573990e+00
2.331981330633864147e+00 1.523718735115863421e+00
-4.428156269929591993e+00 2.126032124983608274e+00
-1.970216655998681787e+00 1.886161875887797157e+00
-1.668011326971633679e+00 -4.087765141958231929e+00
-2.873175026721173531e+00 -4.759115371400766958e-02
-9.787446976522097275e-01 -4.073555160835315547e+00
4.572575701109292901e+00 -1.307612018349705307e-01
-3.356152597649323610e+00 -6.048905784314002609e-01
9.759514723517912493e-01 -3.301978118244233595e+00
4.726245510342534040e+00 7.815880956575257943e-02
4.341085715804797296e+00 2.025577953090302419e+00
3.039633525369110245e+00 -1.430756944274694353e+00
-1.300729652037094564e+00 3.375150384541419690e+00
1.559212698923742479e+00 4.424101631920605904e+00
-1.494635738415018400e+00 1.674284044560375717e+00
-2.665843021382140687e+00 -3.927561457598395034e+00
3.910185767744734253e+00 1.535213502090187143e+00
-4.406206804287246648e+00 -1.252663988944859863e+00
-4.178997233032227143e+00 -6.281042442129775027e-01
-2.140237303021822690e+00 -2.951350641774851402e-01
-6.110136997214343779e-01 2.731912476794682743e+00
2.306974260389303311e+00 2.793452405879672362e+00
-4.284520842787423511e+00 -1.122153128808977662e+00
4.167462297771028723e+00 2.032667277653467330e+00
-2.407871273249472921e+00 -2.488585914427266843e+00
-4.055420506651954859e+00 -2.334201345786019566e+00
-1.671561287839347987e+00 -1.512074369705368238e+00
-2.014334760828192294e+00 3.797744895975727619e+00
9.374081688418811620e-01 -2.906891598594893544e+00
-3.690633547474124754e+00 8.153204123929096436e-01
3.998537009344167004e+00 -2.561197021260086526e+00
-3.018794803564023521e+00 -1.672847542503851592e+00
-1.380168539904023328e+00 1.568089550484047745e+00
-3.940131712017197252e+00 -2.657074654032121508e+00
-1.190721050954134386e+00 -2.976942520485978960e+00
2.321531587587856382e+00 -4.395818166112131387e+00
2.565929258242623412e+00 7.623490829061866370e-01
-2.936377239604436085e+00 1.494116348122939142e+00
-3.178119237168437472e+00 -2.938406238205548249e+00
-3.571157700698423643e+00 -1.684378440971655566e-01
-3.301394256809424999e+00 -2.506944955068162173e+00
-1.853085520616390536e+00 -3.481025643524743085e+00
4.462792666467962910e+00 -1.984480226428335214e+00
-4.598505091048982862e+00 -8.389427670788500713e-01
-1.223016204235436666e+00 3.212781624584039708e+00
-2.683264194600544217e-01 -2.772200195555092783e+00
3.155947798888588007e+00 2.641587162895129737e+00
1.063310270165348292e+00 -4.339507932871876861e+00
-1.233732822280253716e+00 -4.661337132420493745e+00
-2.488133763656520170e+00 -1.126210153158302862e+00
-3.948405194314861255e+00 9.510448503984267887e-01
-2.893304715739188460e+00 1.666378890680238145e+00
3.399139702386030581e+00 1.524738894215177609e+00
7.180546777197637232e-01 4.476139016576690999e+00
8.068751876242631349e-01 -4.682219156176653740e+00
3.256523001210982482e+00 -1.807833659081753863e+00
-4.610683272589350956e+00 -1.575577678309545870e+00
3.296858428735333746e+00 -1.813649887594023680e+00
4.225447658567474951e-01 -2.436070283878593035e+00
-2.152439105259672303e+00 -1.353986433521019217e+00
1.450709252419922990e+00 -2.194973761303554927e+00
3.117246175966267963e+00 -1.381254857999866914e+00
4.438162589931971547e-01 2.923445678848366924e+00
-3.178042632245217547e+00 1.389086698481985759e-02
-8.068365122578904369e-01 3.877401194358514935e+00
1.449818290843215562e+00 -4.734312292141380496e+00
2.517300410590777915e+00 -1.246706495980533583e-02
3.147429042826747070e-01 -2.000056834822082852e+00
2.922214095567679859e+00 2.613029399765674388e+00
3.530008519096594632e+00 -8.610067074825985545e-01
-1.906671195937560848e+00 1.694021240781888649e+00
2.690621838419670286e+00 3.993789936317611478e+00
-2.683124015779935756e-01 4.363465239056091072e+00
2.442172398487805207e+00 2.543795518106662268e+00
-3.665171553629624324e+00 2.922474617839799116e+00
-2.116090933050363887e+00 1.340883228223275214e+00
3.640431072732328022e-01 4.120839261415489396e+00
3.431573386813316362e-01 -4.239729304906841634e+00
2.731754809103739579e+00 -5.407780311596719347e-01
-4.700427847717643104e+00 4.829586275944820484e-01
-2.307407389818630694e+00 3.775363701911688685e-01
4.238001899208965639e+00 -1.798458880485236167e+00
-1.684041098457140118e+00 -4.126021274812739392e+00
-4.875915295671861216e+00 -5.470638324330411306e-01
-9.544127592539167759e-01 -3.627714202798801857e+00
-6.106991456548055419e-01 2.608416609273614295e+00
3.461363203170702452e+00 -2.771879930362113331e+00
-4.184810971019656378e+00 -1.090922180072091185e+00
-2.413694183409860639e+00 2.961831234257438439e+00
1.989930459000769369e+00 -2.440188563698907132e+00
-4.702482613193530447e+00 1.165747901345587367e+00
1.985365918847456168e+00 3.986169852736399122e+00
2.520135225823591174e+00 2.703368721530358787e+00
-1.239764592519792208e+00 -3.432645050063720671e+00
-2.236926219273489280e-01 -3.140874188652876597e+00
4.074667035836333717e+00 -1.318918373968803737e+00
-2.723499674618872213e+00 -9.485507162966916317e-01
-3.009324551415658355e+00 6.198494817224414755e-01
-2.383972917418139215e+00 2.108748779398227580e+00
-2.878367200036600626e-01 4.074635268518487230e+00
-1.044921515183118377e+00 2.840623091699411074e+00
-3.357785144840729430e+00 6.595062469241734504e-02
1.191755596850387414e-02 -4.329338963745616553e+00
1.483724600472946520e+00 1.548934560978937780e+00
-1.440490034221401761e+00 2.105053992307412525e+00
-1.134119235784579960e+00 4.461625614220508851e+00
1.924282018368905334e+00 3.013612137143276470e+00
-2.741908495273840396e-01 2.222785139644154473e+00
-2.262271094082894507e+00 3.208356836775366538e+00
1.198073060517983679e+00 3.637333804889342215e+00
-3.565015027735900066e+00 1.301599150324013188e+00
2.917781787917840930e+00 -1.813288126873427997e+00
-2.001604445182265213e+00 -4.571409462137051349e+00
2.870731134546286700e+00 -3.099993406223047199e-01
8.103887958734200536e-01 3.060770800045126805e+00
3.351499609808567204e+00 -1.130447551728142215e-02
3.189676920151644612e+00 -2.196350246989067223e+00
-2.305525248732893218e+00 3.362877038760622384e+00
2.588252277404792245e+00 -4.047049114958431559e+00
-3.019941079377395532e+00 1.424761943714261569e+00
-2.596037545302626870e-01 -4.858662395156637892e+00
2.989248389228872149e+00 -2.708364053132982896e+00
2.607516311077427318e+00 -2.529058474320443839e+00
2.793580709912556692e+00 -3.277895829870980382e-01
-1.124924127910330585e+00 -3.537728528067203726e+00
2.640351903186510363e+00 -1.350886731701431476e+00
2.720645079324418347e+00 -3.526454005479428666e+00
-4.016156613723331326e+00 -2.155292332329852734e+00
3.905057608492431775e+00 1.535877167285416789e+00
2.246641458782537182e+00 8.343928050355556847e-01
8.594480925418882533e-01 2.112068774554789474e+00
-1.261422651640806469e+00 -3.621485538630818457e+00
-4.461305173640587540e+00 5.372094517132333658e-02
-3.773091359361874897e+00 3.909060893997701180e-01
-3.389324143883528095e-01 -2.861794945850312022e+00
-3.201166716266052426e+00 3.346296116594687842e+00
-2.232575091221765007e+00 -1.292951392534132493e+00
-4.500465458399896868e+00 2.452634920467154367e-01
-3.805727104969697905e+00 -1.188035725925763453e+00
1.630976756436866015e-01 2.265950916216673328e+00
2.058361598804870685e+00 4.347706927671909583e+00
3.496412474670663073e+00 -3.156648583819582576e+00
-6.827760419131100045e-02 -3.452238416645188934e+00
-2.828751998196877615e+00 2.028917567448953019e+00
-2.946924386216834169e+00 -1.613042770524840686e+00
-3.601990436317846100e+00 -1.493772187560721276e+00
-1.126472747203759228e+00 -2.258014935583215532e+00
-1.404252968168811892e-02 2.247582957136438075e+00
1.443527433700567020e+00 2.662130781208969843e+00
-1.640705270147683636e+00 -2.362132928886591543e+00
2.571566420604416425e-01 4.676512342645831488e+00
-4.513283192044979408e+00 -8.965289713964261775e-01
-1.502355051400819264e+00 -4.620825257659240570e+00
-1.356256973340354000e+00 3.778983112577674941e+00
-1.193217711799123615e+00 3.800175467743617919e+00
2.792629473387083228e-01 3.603411157339027948e+00
-2.192877742918989625e+00 1.952528140442326698e+00
-4.139369021857444153e+00 -7.608863068192281975e-01
3.019018002850629490e+00 2.144304052565328078e+00
3.905327115002390936e+00 1.355359932364045950e+00
-4.560183112914096171e+00 -1.230994999265581979e+00
6.294735096284564957e-01 2.727509384719433605e+00
1.452177317231202025e+00 2.876027048985885681e+00
-1.405343933281057556e+00 3.952001477968124288e+00
1.275461415561671419e-01 -3.857693032551944512e+00
2.514513116967155959e+00 2.833961754816180859e-02
1.604654784042306215e+00 -2.261609969044096946e+00
-4.251740449117453746e-01 -4.764804244504757591e+00
2.358868107661539870e+00 3.123179911670761477e+00
1.385542631414062198e+00 4.706564172389139600e+00
4.027120776152870896e+00 -1.343397125889820742e+00
-4.405275692622348416e+00 -6.164651268726535349e-01
3.079588749277245796e+00 -3.376342705643838205e+00
7.148937944242761411e-01 -4.005694501151583431e+00
-2.146051891090531960e+00 2.043877456781271196e+00
2.391965781281210734e+00 -2.049682978256110122e+00
-4.574759788822275297e+00 -8.473790149673133820e-01
-3.470612126726686508e+00 -3.027778387692591444e+00
-1.817073292014478980e+00 -1.296165180817046236e+00
2.008604027862032293e+00 -3.999058747003067182e+00
4.193512806960676187e+00 6.793174361495202263e-01
1.975328732850960334e+00 2.929949196074694839e+00
-3.435237148680834629e+00 -2.509690265738909964e+00
4.874718649666677783e-01 2.252838178512542644e+00
-1.668676302142132473e+00 2.544677817311339574e+00
3.690572586754776729e+00 1.712228403767353413e+00
4.512533575100854399e-01 4.113341218790657727e+00
-3.050823336452705536e+00 1.643216095801035337e+00
4.393483154214663955e+00 -1.169015661622391677e+00
1.823404004455529526e+00 1.909018029755362278e+00
-3.807372044724949500e+00 -1.315619940460001303e+00
-2.469875123726024135e+00 -5.361143064006367309e-01
9.592208727674375046e-01 2.615704217354931416e+00
-2.584772891401495798e+00 1.939908706230943247e+00
-2.475742078155658277e+00 3.662046851490338373e+00
-2.459616261140253446e+00 9.394161858132414888e-01
-2.941153774171717750e+00 -1.488125865126689040e-01
2.321292860208319375e+00 -1.230943735797161542e+00
1.128818370049279762e+00 -3.507309278264870489e+00
4.097648445222345615e+00 -5.115282844348418845e-01
-4.056104668120195100e+00 -2.144061550717357267e+00
2.191407328211412597e+00 8.822479451823695973e-01
-1.597754856552936253e+00 1.631918986669340210e+00
-2.812348665253993296e+00 3.335299470633406926e+00
3.725480652890314381e+00 2.151678092485595162e+00
2.240009643820861207e+00 -1.299455875654367265e-01
2.014779286377157863e+00 3.689982168333488133e+00
1.921531827881985954e+00 3.480527309756245913e+00
1.164846978092748397e+00 -2.058177351881143924e+00
-2.191107521922566637e+00 -2.601270335244604048e+00
-2.189455464373148974e+00 -1.776933635050058413e+00
3.784831303055053553e+00 2.692279575544022752e+00
-3.963448260093472175e+00 1.080168804835216045e+00
3.102406461314124897e+00 -1.844218267831915448e+00
-1.607806722843297509e+00 -3.848650228953677033e+00
-4.626776209932833339e+00 1.714920278819613397e+00
3.409155280036291202e+00 -2.235806750755238159e+00
-1.101148573751236981e+00 -3.172336318469050287e+00
-1.925279370512161581e+00 -3.208315656672597882e+00
7.114966438078135225e-01 3.390921402522864447e+00
1.463410097467248150e+00 2.259258238633478300e+00
-7.623682438492219646e-03 -2.704077403049081507e+00
-4.326949985277296129e+00 -1.819343948701414582e-01
3.530127213091695193e+00 -3.526414325924333681e+00
2.718941863905713241e+00 9.863040201148304265e-01
-6.236605338779243057e-01 2.493020608167821006e+00
4.397832478084492180e+00 -1.279916152351149528e+00
-4.080546442620126335e+00 1.427416677660474198e+00
4.373404643728942887e+00 -1.998079477330911846e+00
-3.818143649906515336e+00 7.245228902256686254e-01
2.973164296132334794e+00 -5.335896844306230458e-01
-1.807487039956420904e+00 -1.676030302373360925e+00
-2.113427631197840384e+00 4.483025788234031417e+00
3.839106821555958060e+00 5.890968797544591240e-01
-3.082095149543069734e+00 5.177085167797493837e-01
-6.733590815187229239e-01 -1.921265898394426186e+00
2.328306775780291105e+00 -1.911950095257555216e-01
1.161761889358513100e+00 -4.050854339357767842e+00
4.090057304269495653e+00 2.754156265439646312e+00
-3.785720525562236816e+00 1.986884595811863496e+00
-3.230854348224194261e+00 3.694249872324891992e+00
-1.392084517822678835e+00 3.360009169467696122e+00
-2.852716713807120108e+00 3.235324118461034182e+00
-4.046948593165746288e+00 -1.301787780872159184e+00
-4.631464338652339308e+00 -6.184537400828429288e-01
2.646335456589834045e+00 -1.792104776278208744e+00
3.833182350204719757e+00 -2.442166735421276602e+00
4.585893026499540781e+00 -2.481318545156734057e-01
-1.330267874572656606e+00 2.471201578124571085e+00
-3.151214913301866982e+00 -1.713747362432092691e+00
2.967758501197364396e+00 7.237247135700349832e-01
-2.289122605347594597e+00 2.350826871578329147e+00
1.114983235190954991e+00 -2.694558113897719931e+00
2.138349997302368966e+00 -2.058917650954449563e+00
-1.365335208962418445e+00 4.466618513042990735e+00
-3.821641160078087296e+00 -1.373908629587123231e+00
1.334924741641532853e+00 2.620029502986027214e+00
2.761218194153382210e+00 2.462059043214821941e+00
2.789223788594191955e+00 -2.391268190268212024e+00
4.074925287416388819e+00 -6.792920509392340600e-01
-3.123640441954655511e+00 6.103318510013736597e-01
4.941617975089362069e+00 -2.320793808244921430e-01
-2.366567271730238620e+00 -2.968770034842098671e+00
1.500530507442255912e+00 3.335147992215520496e+00
1.447529581094295414e+00 -3.368591711271009093e+00
-3.312325086880096414e+00 -7.347351591991037323e-02
3.830890257225765261e+00 2.487520541948039288e+00
2.752197464542781358e+00 3.877418460921069787e+00
2.452348067739012372e+00 4.282581585228095733e+00
-9.509090847422272397e-01 3.747206050095955643e+00
2.500824414288493003e+00 -3.553044940921054717e+00
3.103525378495768816e+00 1.091455118115875589e+00
-1.820444727465704071e+00 -2.880627841239316922e+00
2.250293599934090949e+00 3.538899407805913833e-01
-2.487713178842881678e+00 4.015492768331765383e+00
-1.878260034582426075e+00 1.430392217676018207e+00
-1.527100716509469880e+00 3.513259138391815473e+00
-2.647562793780810164e+00 -8.494673835171141496e-01
-2.125731268779969874e+00 -1.414525863241662629e+00
3.208380457243411144e+00 -3.079189510278915520e+00
3.791524048480712228e+00 -2.452691189269708694e-01
-3.954808557427337501e+00 -2.521339836241021093e+00
-3.029846021904016418e+00 2.654541001855414528e+00
2.540910876945297048e+00 -3.700749292712424143e+00
2.970391804037983086e+00 -2.387516142467685842e+00
1.046724967257988137e+00 -3.832408789489728296e+00
2.281826545631925107e+00 3.645028357031570465e+00
-1.574065398816109518e+00 -2.652246639307055620e+00
2.502519477654137625e-01 -4.851664001442538954e+00
4.047640251818861223e+00 -2.327126302363492716e+00
-3.074017287919085906e+00 3.825493805884074394e+00
1.371014013777342777e+00 2.178871270244575609e+00
-3.486382039445090619e+00 4.531439153604184256e-01
2.977833152835815955e+00 -2.714685645230064392e-01
3.977312700986864513e+00 7.915594258175671083e-01
-2.383347141015617066e+00 3.027492377900137810e-01
3.509689232310504003e+00 2.326006869601632499e+00
2.995896625270037195e+00 3.409337440517910434e+00
1.226592924418511837e-01 -3.391977671025080632e+00
3.774971396159350512e+00 -2.713060033205003219e+00
-2.148379813520785220e+00 1.914344262129959562e+00
9.699998348880767285e-01 -1.927204151153637079e+00
3.815834142710159860e+00 7.530472749325318738e-01
5.055188919689265203e-01 -4.723871652450713832e+00
-3.132700904711653300e-01 -2.884268888779687678e+00
-9.894202619902963125e-01 -1.795220439596173279e+00
1.574841449933565452e+00 1.795925208244628424e+00
-3.360775497844875837e+00 1.322324641620623353e+00
-1.558598609377922717e+00 4.002488966012430538e+00
-2.492745767877291740e+00 -6.470963346470460786e-01
-1.215101652511455965e+00 -3.155774506524606782e+00
-3.198721598026559310e+00 8.340298307600318983e-01
